segment_id,speaker_id,accent,source_speaker_code,source_speaker_number,source_speaker_sex,half,utt_interval_index,start_seconds,end_seconds,duration_seconds,sentence_raw,sentence_normalized,corpus_role,test_actual_talker,is_actual_test_talker,behavior_item_id,in_experiment_audio,word_interval_count,phone_interval_count,source_wav_relpath,source_textgrid_relpath
B23-FAR-HT1-utt110,B23.FAR.FAR,FAR,FAR,046,F,HT1,110,106.11299999999999,108.02199999999998,1.9089999999999918,THE JANITOR SWEPT THE FLOOR,THE JANITOR SWEPT THE FLOOR,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S2534,false,7,21,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt112,B23.FAR.FAR,FAR,FAR,046,F,HT1,112,108.35699999999999,109.99599999999998,1.6389999999999958,THE LADY WASHED THE SHIRT,THE LADY WASHED THE SHIRT,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S9981,false,6,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt114,B23.FAR.FAR,FAR,FAR,046,F,HT1,114,110.33599999999998,111.96499999999999,1.6290000000000049,SHE TOOK OFF HER FUR COAT,SHE TOOK OFF HER FUR COAT,training_sentence,,false,,true,6,14,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt116,B23.FAR.FAR,FAR,FAR,046,F,HT1,116,112.31499999999998,113.92399999999999,1.6090000000000089,THE MATCH BOXES ARE EMPTY,THE MATCH BOXES ARE EMPTY,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S9461,false,5,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt118,B23.FAR.FAR,FAR,FAR,046,F,HT1,118,114.14599999999999,115.826,1.6800000000000068,THE MAN IS PAINTING A SIGN,THE MAN IS PAINTING A SIGN,actual_test,B23.FAR.FAR,true,B23.FAR.FAR.S6062,true,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt120,B23.FAR.FAR,FAR,FAR,046,F,HT1,120,115.88499999999999,117.66399999999999,1.7789999999999964,THE DOG CAME HOME AT LAST,THE DOG CAME HOME AT LAST,actual_test,B23.FAR.FAR,true,B23.FAR.FAR.S2214,true,7,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT2-utt002,B23.FAR.FAR,FAR,FAR,046,F,HT2,2,0.013,1.272,1.2590000000000001,THEY HEARD A FUNNY NOISE,THEY HEARD A FUNNY NOISE,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S0448,false,5,13,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt004,B23.FAR.FAR,FAR,FAR,046,F,HT2,4,1.5439999999999998,3.283,1.739,THEY FOUND HIS BROTHER HIDING,THEY FOUND HIS BROTHER HIDING,actual_test,B23.FAR.FAR,true,B23.FAR.FAR.S9530,true,6,20,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt006,B23.FAR.FAR,FAR,FAR,046,F,HT2,6,3.6079999999999997,5.298,1.6900000000000004,THE DOG PLAYED WITH A STICK,THE DOG PLAYED WITH A STICK,actual_test,B23.FAR.FAR,true,B23.FAR.FAR.S0015,true,7,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt008,B23.FAR.FAR,FAR,FAR,046,F,HT2,8,5.552999999999999,7.1129999999999995,1.5600000000000005,THE BOOK TELLS A STORY,THE BOOK TELLS A STORY,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S5787,false,6,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt010,B23.FAR.FAR,FAR,FAR,046,F,HT2,10,7.202999999999999,8.612,1.4090000000000007,THE MATCHES ARE ON A SHELF,THE MATCHES ARE ON A SHELF,actual_test,B23.FAR.FAR,true,B23.FAR.FAR.S0582,true,6,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt012,B23.FAR.FAR,FAR,FAR,046,F,HT2,12,8.741,10.841000000000001,2.1000000000000014,THE MILK WAS BY THE FRONT DOOR,THE MILK WAS BY THE FRONT DOOR,training_sentence,,false,,true,9,23,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt014,B23.FAR.FAR,FAR,FAR,046,F,HT2,14,11.032000000000002,13.322000000000001,2.289999999999999,THE BROOM WAS IN THE CORNER,THE BROOM WAS IN THE CORNER,training_sentence,,false,,true,7,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt016,B23.FAR.FAR,FAR,FAR,046,F,HT2,16,13.491000000000001,15.291,1.799999999999999,THE NEW ROAD IS ON THE MAP,THE NEW ROAD IS ON THE MAP,training_sentence,,false,,true,7,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt018,B23.FAR.FAR,FAR,FAR,046,F,HT2,18,15.836,17.305,1.4689999999999994,SHE LOST HER CREDIT CARD,SHE LOST HER CREDIT CARD,training_sentence,,false,,true,7,20,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt020,B23.FAR.FAR,FAR,FAR,046,F,HT2,20,17.477999999999998,18.927,1.4490000000000016,THE TEAM IS PLAYING WELL,THE TEAM IS PLAYING WELL,actual_test,B23.FAR.FAR,true,B23.FAR.FAR.S5218,true,7,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt022,B23.FAR.FAR,FAR,FAR,046,F,HT2,22,19.087999999999997,20.558,1.4700000000000024,THE BOY DID A HANDSTAND,THE BOY DID A HANDSTAND,training_sentence,,false,,true,5,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt024,B23.FAR.FAR,FAR,FAR,046,F,HT2,24,20.813,22.242,1.429000000000002,THEY TOOK SOME FOOD OUTSIDE,THEY TOOK SOME FOOD OUTSIDE,training_sentence,,false,,true,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt026,B23.FAR.FAR,FAR,FAR,046,F,HT2,26,22.342000000000002,23.942,1.5999999999999979,THE YOUNG PEOPLE ARE DANCING,THE YOUNG PEOPLE ARE DANCING,training_sentence,,false,,true,5,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt028,B23.FAR.FAR,FAR,FAR,046,F,HT2,28,24.167,25.537,1.3699999999999974,THEY WAITED FOR AN HOUR,THEY WAITED FOR AN HOUR,training_sentence,,false,,true,6,15,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt030,B23.FAR.FAR,FAR,FAR,046,F,HT2,30,25.634,27.262999999999998,1.6289999999999978,THE SHIRTS ARE IN THE CLOSET,THE SHIRTS ARE IN THE CLOSET,actual_test,B23.FAR.FAR,true,B23.FAR.FAR.S7421,true,6,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt032,B23.FAR.FAR,FAR,FAR,046,F,HT2,32,27.577,29.177,1.5999999999999979,THEY WATCHED THE SCARY MOVIE,THEY WATCHED THE SCARY MOVIE,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S9666,false,6,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt034,B23.FAR.FAR,FAR,FAR,046,F,HT2,34,29.267,30.706,1.439,THE MILK IS IN A PITCHER,THE MILK IS IN A PITCHER,training_sentence,,false,,true,6,15,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt036,B23.FAR.FAR,FAR,FAR,046,F,HT2,36,30.866,32.545,1.679000000000002,THE TRUCK DROVE UP THE ROAD,THE TRUCK DROVE UP THE ROAD,training_sentence,,false,,true,8,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt038,B23.FAR.FAR,FAR,FAR,046,F,HT2,38,32.906,34.834999999999994,1.928999999999995,THE TALL MAN TIED HIS SHOES,THE TALL MAN TIED HIS SHOES,actual_test,B23.FAR.FAR,true,B23.FAR.FAR.S8005,true,8,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt040,B23.FAR.FAR,FAR,FAR,046,F,HT2,40,34.88699999999999,36.336,1.4490000000000052,A LETTER FELL ON THE FLOOR,A LETTER FELL ON THE FLOOR,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S2103,false,6,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt042,B23.FAR.FAR,FAR,FAR,046,F,HT2,42,36.464999999999996,38.025,1.5600000000000023,THE BALL BOUNCED VERY HIGH,THE BALL BOUNCED VERY HIGH,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S3199,false,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt044,B23.FAR.FAR,FAR,FAR,046,F,HT2,44,38.175,39.725,1.5500000000000043,MOTHER CUT THE BIRTHDAY CAKE,MOTHER CUT THE BIRTHDAY CAKE,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S3842,false,5,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt046,B23.FAR.FAR,FAR,FAR,046,F,HT2,46,39.918,41.377,1.4590000000000032,THE FOOTBALL GAME IS OVER,THE FOOTBALL GAME IS OVER,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S7518,false,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt048,B23.FAR.FAR,FAR,FAR,046,F,HT2,48,41.525000000000006,42.915000000000006,1.3900000000000006,SHE STOOD NEAR THE WINDOW,SHE STOOD NEAR THE WINDOW,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S0223,false,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt050,B23.FAR.FAR,FAR,FAR,046,F,HT2,50,43.02,44.489000000000004,1.4690000000000012,THE KITCHEN CLOCK WAS WRONG,THE KITCHEN CLOCK WAS WRONG,training_sentence,,false,,true,5,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt052,B23.FAR.FAR,FAR,FAR,046,F,HT2,52,44.84100000000001,46.751000000000005,1.9099999999999966,THE CHILDREN HELPED THEIR TEACHER,THE CHILDREN HELPED THEIR TEACHER,training_sentence,,false,,true,7,23,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt054,B23.FAR.FAR,FAR,FAR,046,F,HT2,54,46.877,48.746,1.8689999999999998,THEY CARRIED SOME SHOPPING BAGS,THEY CARRIED SOME SHOPPING BAGS,training_sentence,,false,,true,5,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt056,B23.FAR.FAR,FAR,FAR,046,F,HT2,56,48.828,50.36900000000001,1.541000000000004,SOMEONE IS CROSSING THE ROAD,SOMEONE IS CROSSING THE ROAD,training_sentence,,false,,true,5,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt058,B23.FAR.FAR,FAR,FAR,046,F,HT2,58,50.74,52.409000000000006,1.669000000000004,SHE USES HER SPOON TO EAT,SHE USES HER SPOON TO EAT,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S0363,false,7,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt060,B23.FAR.FAR,FAR,FAR,046,F,HT2,60,52.709,54.019000000000005,1.3100000000000023,THE CAT LAY ON THE BED,THE CAT LAY ON THE BED,actual_test,B23.FAR.FAR,true,B23.FAR.FAR.S5541,true,6,14,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt062,B23.FAR.FAR,FAR,FAR,046,F,HT2,62,54.24400000000001,55.98400000000001,1.740000000000002,THEY'RE RUNNING PAST THE HOUSE,THEY'RE RUNNING PAST THE HOUSE,training_sentence,,false,,true,5,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt064,B23.FAR.FAR,FAR,FAR,046,F,HT2,64,56.06100000000001,57.83000000000001,1.7690000000000055,HE'S WASHING HIS FACE WITH SOAP,HE'S WASHING HIS FACE WITH SOAP,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S9562,false,6,20,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt066,B23.FAR.FAR,FAR,FAR,046,F,HT2,66,58.12800000000001,59.75700000000001,1.6290000000000049,THE DOG IS CHASING THE CAT,THE DOG IS CHASING THE CAT,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S3383,false,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt068,B23.FAR.FAR,FAR,FAR,046,F,HT2,68,60.123000000000005,62.062000000000005,1.939,THE MILKMAN DRIVES A SMALL TRUCK,THE MILKMAN DRIVES A SMALL TRUCK,training_sentence,,false,,true,6,23,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt070,B23.FAR.FAR,FAR,FAR,046,F,HT2,70,62.303000000000004,64.343,2.039999999999999,THE BUS LEAVES BEFORE THE TRAIN,THE BUS LEAVES BEFORE THE TRAIN,training_sentence,,false,,true,8,22,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt072,B23.FAR.FAR,FAR,FAR,046,F,HT2,72,64.46900000000001,65.858,1.3889999999999958,THE BABY HAS BLUE EYES,THE BABY HAS BLUE EYES,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S5422,false,5,14,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt074,B23.FAR.FAR,FAR,FAR,046,F,HT2,74,66.22500000000001,67.70500000000001,1.480000000000004,THE BAG FELL OFF THE SHELF,THE BAG FELL OFF THE SHELF,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S5237,false,7,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt076,B23.FAR.FAR,FAR,FAR,046,F,HT2,76,68.26100000000001,69.57100000000001,1.3100000000000023,THEY ARE COMING FOR DINNER,THEY ARE COMING FOR DINNER,training_sentence,,false,,true,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt078,B23.FAR.FAR,FAR,FAR,046,F,HT2,78,69.62700000000001,71.35600000000001,1.7289999999999992,THEY WANTED SOME POTATOES,THEY WANTED SOME POTATOES,training_sentence,,false,,true,5,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt080,B23.FAR.FAR,FAR,FAR,046,F,HT2,80,71.37200000000001,72.65100000000001,1.2789999999999964,THEY KNOCKED ON THE WINDOW,THEY KNOCKED ON THE WINDOW,actual_test,B23.FAR.FAR,true,B23.FAR.FAR.S8198,true,5,15,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt082,B23.FAR.FAR,FAR,FAR,046,F,HT2,82,72.81200000000001,74.593,1.7809999999999917,SCHOOL GOT OUT EARLY TODAY,SCHOOL GOT OUT EARLY TODAY,training_sentence,,false,,true,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt084,B23.FAR.FAR,FAR,FAR,046,F,HT2,84,74.71400000000001,77.08500000000001,2.370999999999995,THE FOOTBALL HIT THE GOALPOST,THE FOOTBALL HIT THE GOALPOST,actual_test,B23.FAR.FAR,true,B23.FAR.FAR.S1895,true,7,22,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt086,B23.FAR.FAR,FAR,FAR,046,F,HT2,86,77.20900000000002,78.97900000000001,1.769999999999996,THE BOY RAN AWAY FROM SCHOOL,THE BOY RAN AWAY FROM SCHOOL,training_sentence,,false,,true,6,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt088,B23.FAR.FAR,FAR,FAR,046,F,HT2,88,79.06600000000002,80.29600000000002,1.230000000000004,SUGAR IS VERY SWEET,SUGAR IS VERY SWEET,training_sentence,,false,,true,4,14,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt090,B23.FAR.FAR,FAR,FAR,046,F,HT2,90,80.63100000000001,82.29,1.6589999999999918,THE TWO CHILDREN ARE LAUGHING,THE TWO CHILDREN ARE LAUGHING,training_sentence,,false,,true,6,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt092,B23.FAR.FAR,FAR,FAR,046,F,HT2,92,82.55900000000001,84.00800000000001,1.448999999999998,THE FIRE TRUCK IS COMING,THE FIRE TRUCK IS COMING,training_sentence,,false,,true,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt094,B23.FAR.FAR,FAR,FAR,046,F,HT2,94,84.10500000000002,85.54400000000001,1.438999999999993,MOTHER GOT A SAUCEPAN,MOTHER GOT A SAUCEPAN,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S7239,false,4,14,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt096,B23.FAR.FAR,FAR,FAR,046,F,HT2,96,85.68400000000001,87.14300000000001,1.4590000000000032,THE BABY WANTS HIS BOTTLE,THE BABY WANTS HIS BOTTLE,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S2348,false,5,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt098,B23.FAR.FAR,FAR,FAR,046,F,HT2,98,87.32000000000002,88.77900000000002,1.4590000000000032,THE BALL BROKE THE WINDOW,THE BALL BROKE THE WINDOW,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S2588,false,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt100,B23.FAR.FAR,FAR,FAR,046,F,HT2,100,88.89600000000003,90.55600000000003,1.6599999999999966,THERE WAS A BAD TRAIN WRECK,THERE WAS A BAD TRAIN WRECK,training_sentence,,false,,true,7,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt102,B23.FAR.FAR,FAR,FAR,046,F,HT2,102,90.92200000000003,92.52200000000002,1.5999999999999943,THE WAITER BROUGHT THE CREAM,THE WAITER BROUGHT THE CREAM,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S9029,false,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
B23-FAR-HT2-utt104,B23.FAR.FAR,FAR,FAR,046,F,HT2,104,92.66700000000003,94.11600000000003,1.448999999999998,THE TEAPOT IS VERY HOT,THE TEAPOT IS VERY HOT,training_sentence,,false,,true,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT2.TextGrid
